id,source,collection_method,user_text,normalized_text,intent_expected,constraints,difficulty,category,expected_behavior,expected_not_to_do,actual_behavior,status,notes,conversation_id,turn_id,source_url
QS-0317,synthetic,generated_from_playbook,Có món nào cho bữa trưa no lâu mà không quá dầu không?,co mon nao cho bua trua no lau ma khong qua dau khong?,meal_plan,meal=lunch,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0318,synthetic,generated_from_playbook,"Trời nóng nên cần món mát, nhẹ, nhiều đạm dưới 50k","troi nong nen can mon mat, nhe, nhieu dam duoi 50k",meal_plan,budget<=50000;nutrition=high_protein;weather=hot;need=cooling;nutrition=high_protein,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0319,synthetic,generated_from_playbook,Có món nào cho bữa tối no lâu mà không quá dầu không nhỉ bản 1?,co mon nao cho bua toi no lau ma khong qua dau khong nhi ban 1?,meal_plan,meal=dinner,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0320,synthetic,generated_from_playbook,Tôi thích đậu hũ nhưng hôm nay muốn món rẻ hơn và không hải sản,toi thich dau hu nhung hom nay muon mon re hon va khong hai san,meal_plan,budget=cheap;ingredient=tofu;avoid=seafood,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0321,synthetic,generated_from_playbook,Tôi muốn ăn đậu hũ nhưng no lâu và dưới 60k,toi muon an dau hu nhung no lau va duoi 60k,meal_plan,budget<=60000;ingredient=tofu;nutrition=satiety,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0322,synthetic,generated_from_playbook,"Bữa sáng dưới 40k, làm dưới 30 phút, dị ứng hải sản","bua sang duoi 40k, lam duoi 30 phut, di ung hai san",meal_plan,budget<=40000;time<=30;allergy=seafood,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0323,synthetic,generated_from_playbook,Tôi thích đậu hũ nhưng hôm nay muốn món rẻ hơn và không sữa,toi thich dau hu nhung hom nay muon mon re hon va khong sua,meal_plan,budget=cheap;ingredient=tofu;avoid=dairy,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0324,synthetic,generated_from_playbook,"Bữa tối dưới 80k, làm dưới 20 phút, không hành","bua toi duoi 80k, lam duoi 20 phut, khong hanh",meal_plan,budget<=80000;time<=20;avoid=onion,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0325,synthetic,generated_from_playbook,"Hôm nay còn ít tiền mà muốn món nhiều đạm, có rau củ càng tốt","hom nay con it tien ma muon mon nhieu dam, co rau cu cang tot",meal_plan,budget=cheap;ingredient=vegetable;nutrition=high_protein;nutrition=high_protein,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0326,synthetic,generated_from_playbook,Có món nào cho bữa sáng no lâu mà không quá dầu không?,co mon nao cho bua sang no lau ma khong qua dau khong?,meal_plan,meal=breakfast,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0327,synthetic,generated_from_playbook,Tôi muốn ăn yến mạch nhưng nhiều đạm và dưới 50k nhỉ,toi muon an yen mach nhung nhieu dam va duoi 50k nhi,meal_plan,budget<=50000;ingredient=oats;nutrition=high_protein;nutrition=high_protein,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0328,synthetic,generated_from_playbook,Tôi muốn ăn khoai lang nhưng ít tinh bột và dưới 80k,toi muon an khoai lang nhung it tinh bot va duoi 80k,meal_plan,budget<=80000;ingredient=sweet_potato;nutrition=low_carb,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0329,synthetic,generated_from_playbook,Có món nào cho bữa tối no lâu mà không quá dầu không nhỉ bản 1 bản 2?,co mon nao cho bua toi no lau ma khong qua dau khong nhi ban 1 ban 2?,meal_plan,meal=dinner,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0330,synthetic,generated_from_playbook,"Hôm nay còn ít tiền mà muốn món no lâu, có thịt bò càng tốt","hom nay con it tien ma muon mon no lau, co thit bo cang tot",meal_plan,budget=cheap;ingredient=beef;nutrition=satiety,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0331,synthetic,generated_from_playbook,"Hôm nay còn ít tiền mà muốn món ít tinh bột, có cá hồi càng tốt","hom nay con it tien ma muon mon it tinh bot, co ca hoi cang tot",meal_plan,budget=cheap;ingredient=salmon;nutrition=low_carb,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0332,synthetic,generated_from_playbook,"Tôi còn 500 kcal, gợi ý bữa trưa nhanh và nhiều đạm","toi con 500 kcal, goi y bua trua nhanh va nhieu dam",meal_plan,meal=lunch;nutrition=high_protein;nutrition=high_protein;remaining_kcal=500,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0333,synthetic,generated_from_playbook,"Tôi còn 500 kcal, gợi ý bữa tối nhanh và nhiều đạm","toi con 500 kcal, goi y bua toi nhanh va nhieu dam",meal_plan,meal=dinner;nutrition=high_protein;remaining_kcal=500,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0334,synthetic,generated_from_playbook,"Bữa tối dưới 50k, làm dưới 30 phút, ít đường","bua toi duoi 50k, lam duoi 30 phut, it duong",meal_plan,budget<=50000;time<=30;avoid=sugar,hard,multi_constraint,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0335,qa,fallback_regression,Hôm nay thời tiết thế nào?,hom nay thoi tiet the nao?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0336,qa,fallback_regression,Viết giúp tôi email xin nghỉ học,viet giup toi email xin nghi hoc,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0337,qa,fallback_regression,Kể chuyện cười đi,ke chuyen cuoi di,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0338,qa,fallback_regression,Ai là tổng thống Mỹ?,ai la tong thong my?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0339,qa,fallback_regression,Tối nay xem phim gì?,toi nay xem phim gi?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0340,qa,fallback_regression,Làm sao reset mật khẩu Facebook?,lam sao reset mat khau facebook?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0341,qa,fallback_regression,Code giúp tôi app Flutter,code giup toi app flutter,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0342,qa,fallback_regression,Tư vấn mua laptop gaming,tu van mua laptop gaming,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0343,qa,fallback_regression,Lịch đá bóng hôm nay sao?,lich da bong hom nay sao?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0344,qa,fallback_regression,Dịch đoạn này sang tiếng Anh,dich doan nay sang tieng anh,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0345,qa,fallback_regression,Tạo ảnh mèo đang ăn phở,tao anh meo dang an pho,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0346,qa,fallback_regression,Tôi buồn quá nói chuyện với tôi đi,toi buon qua noi chuyen voi toi di,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0347,qa,fallback_regression,Mở file HWP kiểu gì?,mo file hwp kieu gi?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0348,qa,fallback_regression,Tìm cơ sở FPT Software ở Việt Nam,tim co so fpt software o viet nam,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0349,qa,fallback_regression,Viết caption đăng Facebook,viet caption dang facebook,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0350,qa,fallback_regression,Làm sao tăng FPS khi chơi game?,lam sao tang fps khi choi game?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0351,qa,fallback_regression,Đọc bài tarot cho tôi,doc bai tarot cho toi,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0352,qa,fallback_regression,Tin nóng hôm nay là gì?,tin nong hom nay la gi?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0353,qa,fallback_regression,Cho tôi mấy icon emoji,cho toi may icon emoji,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0354,qa,fallback_regression,Troll server Discord kiểu gì?,troll server discord kieu gi?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0355,qa,fallback_regression,Cách đổi mail Epic Games?,cach doi mail epic games?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0356,qa,fallback_regression,Windows bị lỗi RAM trên Edge,windows bi loi ram tren edge,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0357,qa,fallback_regression,Thiết kế web 3D là gì?,thiet ke web 3d la gi?,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0358,qa,fallback_regression,So sánh RAM 3200 và 6400,so sanh ram 3200 va 6400,general,scope=out_of_domain,easy,general_fallback,Fallback đúng phạm vi: nói app tập trung vào ăn uống/dinh dưỡng; có thể gợi ý cách hỏi phù hợp nếu liên quan.,Không bịa câu trả lời ngoài phạm vi; không ép route sang món ăn khi user không hỏi ăn uống.,,,Câu ngoài phạm vi để test fallback không route nhầm.,,,
QS-0359,qa,dialog_flow_simulation,Hôm nay ăn gì nhỉ bản 1?,hom nay an gi nhi ban 1?,meal_plan,,easy,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Tạo gợi ý chung ban đầu. Biến thể chống trùng câu.,FLOW-01,1.0,
QS-0360,qa,dialog_flow_simulation,Có món nào rẻ hơn không?,co mon nao re hon khong?,meal_plan,inherit_context=true;budget=cheaper,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Dùng context món trước và giảm ngân sách.,FLOW-01,2.0,
QS-0361,qa,dialog_flow_simulation,Bữa trưa thôi,bua trua thoi,meal_plan,meal=lunch;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Refine sang bữa trưa.,FLOW-01,3.0,
QS-0362,qa,dialog_flow_simulation,Dưới 60k nhé,duoi 60k nhe,meal_plan,budget<=60000;meal=lunch;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Áp ngân sách vào context.,FLOW-01,4.0,
QS-0363,qa,dialog_flow_simulation,Tôi muốn ăn tôm nhỉ bản 1 bản 2 bản 3 bản 4,toi muon an tom nhi ban 1 ban 2 ban 3 ban 4,meal_plan,ingredient=shrimp,easy,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Gợi ý món với tôm. Biến thể chống trùng câu.,FLOW-02,1.0,
QS-0364,qa,dialog_flow_simulation,Có món khác không?,co mon khac khong?,meal_plan,ingredient=shrimp;request=alternative;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Đổi lựa chọn nhưng giữ nguyên tôm.,FLOW-02,2.0,
QS-0365,qa,dialog_flow_simulation,Món nào nhẹ hơn?,mon nao nhe hon?,meal_plan,ingredient=shrimp;nutrition=lighter;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Ưu tiên món nhẹ bụng/ít dầu.,FLOW-02,3.0,
QS-0366,qa,dialog_flow_simulation,Món nào nhanh làm?,mon nao nhanh lam?,meal_plan,ingredient=shrimp;time=quick;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Ưu tiên thời gian nhanh.,FLOW-02,4.0,
QS-0367,qa,dialog_flow_simulation,Tôi đang giảm cân,toi dang giam can,meal_plan,goal=weight_loss,easy,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Lưu mục tiêu giảm cân vào context.,FLOW-03,1.0,
QS-0368,qa,dialog_flow_simulation,Gợi ý bữa tối ít béo,goi y bua toi it beo,meal_plan,goal=weight_loss;meal=dinner;nutrition=low_fat,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Gợi ý bữa tối ít béo.,FLOW-03,2.0,
QS-0369,qa,dialog_flow_simulation,Có món nào nhiều đạm hơn không?,co mon nao nhieu dam hon khong?,meal_plan,goal=weight_loss;nutrition=high_protein;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Tăng protein nhưng vẫn hợp giảm cân.,FLOW-03,3.0,
QS-0370,qa,dialog_flow_simulation,Trời nắng nóng ăn gì cho mát?,troi nang nong an gi cho mat?,meal_plan,weather=hot;need=cooling,easy,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Gợi ý món mát/nhẹ.,FLOW-04,1.0,
QS-0371,qa,dialog_flow_simulation,Có món nào nhẹ bụng hơn không?,co mon nao nhe bung hon khong?,meal_plan,weather=hot;digestion=light;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Refine nhẹ bụng.,FLOW-04,2.0,
QS-0372,qa,dialog_flow_simulation,Dưới 50k thôi,duoi 50k thoi,meal_plan,weather=hot;digestion=light;budget<=50000;inherit_context=true,medium,dialog_flow,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Áp ngân sách.,FLOW-04,3.0,
QS-0373,qa,dialog_flow_simulation,Hôm nay tôi còn bao nhiêu kcal nhỉ bản 1?,hom nay toi con bao nhieu kcal nhi ban 1?,nutrition_calc,metric=kcal_remaining,easy,dialog_flow,Tính hoặc truy xuất kcal/macro còn lại; nếu thiếu log ăn/uống thì hỏi rõ khẩu phần hoặc nhắc cần dữ liệu ngày hiện tại.,Không tự đoán macro chính xác khi thiếu khẩu phần; không route sang gợi ý món nếu user đang hỏi số liệu.,,,Trả kcal còn lại nếu có log. Biến thể chống trùng câu.,FLOW-05,1.0,
